Unnamed: 0,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid,lhand_vposition,lhand_hposition,rhand_vposition,rhand_hposition,hand_in_use,Unnamed: 22
2266,P01_109_803,P01,P01_109,57:18.8,57:18.8,57:19.6,171939,171982,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
2267,P01_109_804,P01,P01_109,57:20.3,57:19.6,57:21.8,171982,172091,empty pan,empty,20,pan,5,['pan'],[5],,,,,,,,
2268,P01_109_805,P01,P01_109,57:21.9,57:22.1,57:23.2,172103,172162,put down pan,put-down,1,pan,5,['pan'],[5],,,,,,,,
2269,P01_109_806,P01,P01_109,57:23.1,57:23.2,57:24.6,172159,172229,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
2270,P01_109_807,P01,P01_109,57:26.3,57:26.2,57:27.3,172310,172365,open bottle,open,3,bottle,15,['bottle'],[15],,,,,,,,
2271,P01_109_808,P01,P01_109,57:26.8,57:26.3,57:28.1,172315,172407,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22],,,,,,,,
2272,P01_109_809,P01,P01_109,57:28.3,57:28.2,57:29.2,172412,172462,pour washing up liquid,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22],,,,,,,,
2274,P01_109_810,P01,P01_109,57:29.3,57:29.3,57:31.1,172467,172554,squeeze sponge,squeeze,18,sponge,9,['sponge'],[9],,,,,,,,
2275,P01_109_811,P01,P01_109,57:29.9,57:29.8,57:30.5,172492,172525,put down washing up liquid,put-down,1,liquid:washing:up,22,['liquid:washing:up'],[22],,,,,,,,
2276,P01_109_812,P01,P01_109,57:31.9,57:31.1,57:32.3,172557,172615,take food bits,take,0,bit:food,34,['bit:food'],[34],,,,,,,,
2277,P01_109_813,P01,P01_109,57:32.6,57:32.7,57:33.6,172633,172677,put down sponge,put-down,1,sponge,9,['sponge'],[9],,,,,,,,
2278,P01_109_814,P01,P01_109,57:34.6,57:34.6,57:35.1,172732,172755,move pan,move,11,pan,5,['pan'],[5],,,,,,,,
2279,P01_109_815,P01,P01_109,57:36.9,57:37.2,57:38.1,172860,172903,open food bin,open,3,bin:food,36,['bin:food'],[36],,,,,,,,
2280,P01_109_816,P01,P01_109,57:37.9,57:38.1,57:39.5,172905,172977,throw food bits into bin,throw-into,13,bit:food,34,"['bit:food', 'bin']","[34, 36]",,,,,,,,
2281,P01_109_817,P01,P01_109,57:39.3,57:39.5,57:40.0,172977,172998,close food bin,close,4,bin:food,36,['bin:food'],[36],,,,,,,,
2282,P01_109_818,P01,P01_109,57:39.8,57:39.8,57:40.3,172989,173013,pick up pan,pick-up,0,pan,5,['pan'],[5],,,,,,,,
2283,P01_109_819,P01,P01_109,57:40.1,57:40.1,57:40.8,173003,173041,pick up sponge,pick-up,0,sponge,9,['sponge'],[9],,,,,,,,
2285,P01_109_820,P01,P01_109,57:41.1,57:40.5,57:54.7,173027,173735,wash pan,wash,2,pan,5,['pan'],[5],,,,,,,,
2286,P01_109_821,P01,P01_109,57:55.1,57:54.9,57:55.7,173744,173783,empty pan,empty,20,pan,5,['pan'],[5],,,,,,,,
2287,P01_109_822,P01,P01_109,57:56.6,57:56.2,58:14.2,173812,174708,wash pan,wash,2,pan,5,['pan'],[5],,,,,,,,
2288,P01_109_823,P01,P01_109,58:14.1,58:14.0,58:14.5,174701,174724,empty pan,empty,20,pan,5,['pan'],[5],,,,,,,,
2289,P01_109_824,P01,P01_109,58:14.9,58:14.8,58:15.6,174739,174782,rinse sponge,rinse,2,sponge,9,['sponge'],[9],,,,,,,,
2290,P01_109_825,P01,P01_109,58:15.6,58:16.0,58:16.6,174798,174830,put pan onto drying rack,put-onto,1,pan,5,"['pan', 'rack:drying']","[5, 110]",,,,,,,,
2291,P01_109_826,P01,P01_109,58:16.4,58:16.4,58:16.9,174820,174846,rinse sponge,rinse,2,sponge,9,['sponge'],[9],,,,,,,,
2292,P01_109_827,P01,P01_109,58:17.1,58:16.6,58:17.6,174831,174881,put down sponge,put-down,1,sponge,9,['sponge'],[9],,,,,,,,
2293,P01_109_828,P01,P01_109,58:17.3,58:17.1,58:17.6,174856,174881,rinse hand,rinse,2,hand,11,['hand'],[11],,,,,,,,
2294,P01_109_829,P01,P01_109,58:17.9,58:17.6,58:18.2,174880,174907,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],,,,,,,,
2296,P01_109_830,P01,P01_109,58:18.3,58:18.2,58:19.1,174912,174954,rinse cloth,rinse,2,cloth,17,['cloth'],[17],,,,,,,,
2297,P01_109_831,P01,P01_109,58:18.8,58:18.7,58:19.7,174935,174986,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
2298,P01_109_832,P01,P01_109,58:20.6,58:20.5,58:23.9,175026,175195,wipe surface,wipe,2,surface,42,['surface'],[42],,,,,,,,
2299,P01_109_833,P01,P01_109,58:24.1,58:23.8,58:25.5,175188,175276,move glass,move,11,glass,10,['glass'],[10],,,,,,,,
2300,P01_109_834,P01,P01_109,58:24.6,58:25.3,58:28.8,175265,175440,wipe surface,wipe,2,surface,42,['surface'],[42],,,,,,,,
2301,P01_109_835,P01,P01_109,58:29.1,58:28.9,58:29.6,175447,175480,shake cloth,shake,15,cloth,17,['cloth'],[17],,,,,,,,
2302,P01_109_836,P01,P01_109,58:31.9,58:30.4,58:33.5,175521,175675,pick up hob grid,pick-up,0,grid:hob,24,['grid:hob'],[24],,,,,,,,
2303,P01_109_837,P01,P01_109,58:33.8,58:33.5,58:35.2,175675,175759,put down hob grid,put-down,1,grid:hob,24,['grid:hob'],[24],,,,,,,,
2304,P01_109_838,P01,P01_109,58:35.9,58:35.8,58:43.3,175792,176164,wipe hob,wipe,2,hob,24,['hob'],[24],,,,,,,,
2305,P01_109_839,P01,P01_109,58:43.3,58:43.5,58:46.9,176174,176345,wipe surface,wipe,2,surface,42,['surface'],[42],,,,,,,,
2307,P01_109_840,P01,P01_109,58:47.6,58:47.6,58:48.1,176378,176404,open food bin,open,3,bin:food,36,['bin:food'],[36],,,,,,,,
2308,P01_109_841,P01,P01_109,58:48.1,58:48.1,58:50.6,176403,176528,throw food bits into bin,throw-into,13,bit:food,34,"['bit:food', 'bin']","[34, 36]",,,,,,,,
2309,P01_109_842,P01,P01_109,58:51.3,58:51.2,58:52.0,176558,176600,pick up food bits,pick-up,0,bit:food,34,['bit:food'],[34],,,,,,,,
2310,P01_109_843,P01,P01_109,58:52.1,58:52.0,58:52.8,176601,176638,throw food bit into bin,throw-into,13,bit:food,34,"['bit:food', 'bin']","[34, 36]",,,,,,,,
2311,P01_109_844,P01,P01_109,58:53.8,58:53.9,58:59.8,176693,176988,wipe hob,wipe,2,hob,24,['hob'],[24],,,,,,,,
2312,P01_109_845,P01,P01_109,59:00.1,58:59.6,59:01.0,176978,177051,pick up hob grid,pick-up,0,grid:hob,24,['grid:hob'],[24],,,,,,,,
2313,P01_109_846,P01,P01_109,59:01.4,59:01.0,59:03.3,177051,177166,put down hob grid,put-down,1,grid:hob,24,['grid:hob'],[24],,,,,,,,
2314,P01_109_847,P01,P01_109,59:04.6,59:03.7,59:07.2,177185,177361,lift hob grid,lift,33,grid:hob,24,['grid:hob'],[24],,,,,,,,
2315,P01_109_848,P01,P01_109,59:07.4,59:07.3,59:17.3,177367,177867,wipe hob,wipe,2,hob,24,['hob'],[24],,,,,,,,
2316,P01_109_849,P01,P01_109,59:16.1,59:16.7,59:18.8,177833,177941,lower hob grid,lower,73,grid:hob,24,['grid:hob'],[24],,,,,,,,
2318,P01_109_850,P01,P01_109,59:19.1,59:19.2,59:20.3,177959,178013,wipe surface,wipe,2,surface,42,['surface'],[42],,,,,,,,
2319,P01_109_851,P01,P01_109,59:21.1,59:20.8,59:22.3,178040,178113,throw food bits into bin,throw-into,13,bit:food,34,"['bit:food', 'bin']","[34, 36]",,,,,,,,
2320,P01_109_852,P01,P01_109,59:25.1,59:23.8,59:27.2,178189,178359,pick up hob grid,pick-up,0,grid:hob,24,['grid:hob'],[24],,,,,,,,
2321,P01_109_853,P01,P01_109,59:27.3,59:27.2,59:28.8,178362,178440,wipe hob,wipe,2,hob,24,['hob'],[24],,,,,,,,
2322,P01_109_854,P01,P01_109,59:29.6,59:28.8,59:30.7,178440,178536,put down hob grid,put-down,1,grid:hob,24,['grid:hob'],[24],,,,,,,,
2323,P01_109_855,P01,P01_109,59:31.4,59:31.4,59:33.0,178567,178649,throw food bits into bin,throw-into,13,bit:food,34,"['bit:food', 'bin']","[34, 36]",,,,,,,,
2324,P01_109_856,P01,P01_109,59:33.3,59:33.6,59:34.0,178678,178702,close food bin,close,4,bin:food,36,['bin:food'],[36],,,,,,,,
2325,P01_109_857,P01,P01_109,59:34.3,59:34.4,59:44.4,178718,179218,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
2326,P01_109_858,P01,P01_109,59:35.3,59:34.7,59:38.4,178736,178918,rinse cloth,rinse,2,cloth,17,['cloth'],[17],,,,,,,,
2327,P01_109_859,P01,P01_109,59:38.6,59:38.5,59:39.4,178923,178970,put down cloth,put-down,1,cloth,17,['cloth'],[17],,,,,,,,
2329,P01_109_860,P01,P01_109,59:39.8,59:39.6,59:40.7,178980,179033,pour hand wash,pour,9,wash:hand,22,['wash:hand'],[22],,,,,,,,
2330,P01_109_861,P01,P01_109,59:41.1,59:40.2,59:46.6,179007,179328,wash hands,wash,2,hand,11,['hand'],[11],,,,,,,,
2331,P01_109_862,P01,P01_109,59:46.6,59:46.3,59:51.3,179316,179564,rinse hands,rinse,2,hand,11,['hand'],[11],,,,,,,,
2332,P01_109_863,P01,P01_109,59:51.4,59:51.5,59:52.0,179573,179602,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
2333,P01_109_864,P01,P01_109,59:52.6,59:52.2,59:54.1,179608,179705,shake hands,shake,15,hand,11,['hand'],[11],,,,,,,,
2334,P01_109_865,P01,P01_109,59:54.9,59:54.6,59:57.1,179730,179853,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],,,,,,,,
2335,P01_109_866,P01,P01_109,59:57.4,59:56.8,00:06.9,179841,180345,dry hands,dry,14,hand,11,['hand'],[11],,,,,,,,
2401,P02_101_0,P02,P02_101,00:04.9,00:05.3,00:06.4,264,320,switch on coffee machine,switch-on,6,machine:coffee,50,['machine:coffee'],[50],,,,,,,,
2402,P02_101_1,P02,P02_101,00:07.4,00:07.0,00:08.9,349,444,pick coffee pod,pick,0,pod:coffee,59,['pod:coffee'],[59],,,,,,,,
2424,P02_101_2,P02,P02_101,00:09.2,00:09.2,00:09.9,461,497,open coffee machine,open,3,machine:coffee,50,['machine:coffee'],[50],,,,,,,,
2435,P02_101_3,P02,P02_101,00:09.9,00:10.0,00:10.4,501,520,place pod,place,1,pod,59,['pod'],[59],,,,,,,,
2446,P02_101_4,P02,P02_101,00:10.9,00:10.5,00:11.8,524,589,close coffee machine,close,4,machine:coffee,50,['machine:coffee'],[50],,,,,,,,
2457,P02_101_5,P02,P02_101,00:11.9,00:12.2,00:13.1,609,654,pick mug,pick,0,mug,13,['mug'],[13],,,,,,,,
2468,P02_101_6,P02,P02_101,00:13.2,00:13.2,00:13.8,659,689,turn mug,turn,23,mug,13,['mug'],[13],,,,,,,,
2479,P02_101_7,P02,P02_101,00:13.9,00:13.9,00:14.9,694,746,place mug,place,1,mug,13,['mug'],[13],,,,,,,,
2490,P02_101_8,P02,P02_101,00:17.9,00:17.7,00:18.6,885,927,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
2501,P02_101_9,P02,P02_101,00:18.7,00:18.6,00:19.6,932,982,pick milk,pick,0,milk,64,['milk'],[64],,,,,,,,
2403,P02_101_10,P02,P02_101,00:20.2,00:19.7,00:20.6,986,1031,close fridge,close,4,fridge,12,['fridge'],[12],,,,,,,,
2414,P02_101_11,P02,P02_101,00:22.7,00:22.2,00:23.3,1110,1165,open milk,open,3,milk,64,['milk'],[64],,,,,,,,
2416,P02_101_12,P02,P02_101,00:23.2,00:23.5,00:25.9,1175,1297,pour milk,pour,9,milk,64,['milk'],[64],,,,,,,,
2417,P02_101_13,P02,P02_101,00:26.2,00:25.9,00:26.6,1295,1332,close milk,close,4,milk,64,['milk'],[64],,,,,,,,
2418,P02_101_14,P02,P02_101,00:26.7,00:26.5,00:27.8,1325,1388,put down milk,put-down,1,milk,64,['milk'],[64],,,,,,,,
2419,P02_101_15,P02,P02_101,00:27.9,00:27.8,00:28.7,1392,1434,press button,press,21,button,92,['button'],[92],,,,,,,,
2420,P02_101_16,P02,P02_101,00:29.9,00:29.5,00:32.1,1472,1602,pick up milk,pick-up,0,milk,64,['milk'],[64],,,,,,,,
2421,P02_101_17,P02,P02_101,00:32.7,00:32.3,00:32.9,1614,1645,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
2422,P02_101_18,P02,P02_101,00:33.4,00:33.2,00:34.2,1661,1712,put milk,put,1,milk,64,['milk'],[64],,,,,,,,
2423,P02_101_19,P02,P02_101,00:34.4,00:34.2,00:35.3,1712,1767,close fridge,close,4,fridge,12,['fridge'],[12],,,,,,,,
2425,P02_101_20,P02,P02_101,00:38.7,00:38.7,00:43.1,1937,2153,pick up bread,pick-up,0,bread,33,['bread'],[33],,,,,,,,
2426,P02_101_21,P02,P02_101,00:42.7,00:43.1,00:47.5,2156,2376,open bread bag,open,3,bag:bread,19,['bag:bread'],[19],,,,,,,,
2427,P02_101_22,P02,P02_101,00:47.9,00:47.9,00:49.5,2393,2474,pick up toast,pick-up,0,toast,33,['toast'],[33],,,,,,,,
2428,P02_101_23,P02,P02_101,00:53.9,00:53.4,00:54.2,2672,2709,open bin,open,3,bin,36,['bin'],[36],,,,,,,,
2429,P02_101_24,P02,P02_101,00:54.2,00:54.2,00:54.7,2711,2736,throw bread,throw,13,bread,33,['bread'],[33],,,,,,,,
2430,P02_101_25,P02,P02_101,00:54.7,00:54.7,00:55.2,2737,2761,close bin,close,4,bin,36,['bin'],[36],,,,,,,,
2431,P02_101_26,P02,P02_101,00:56.9,00:57.3,01:02.9,2864,3145,pick up toast,pick-up,0,toast,33,['toast'],[33],,,,,,,,
2432,P02_101_27,P02,P02_101,01:04.2,01:04.3,01:05.1,3213,3254,put bread in toaster,put-in,5,bread,33,"['bread', 'toaster']","[33, 186]","(1,2)",,-1,-1,0,0,right,
2433,P02_101_28,P02,P02_101,01:05.2,01:05.1,01:05.7,3253,3286,put bread in toaster,put-in,5,bread,33,"['bread', 'toaster']","[33, 186]","(1,2)","(1,2)",-1,-1,0,0,right,
2434,P02_101_29,P02,P02_101,01:06.2,01:05.8,01:07.1,3287,3357,switch toaster on,switch-on,6,toaster,186,['toaster'],[186],"(1,2)","(1,2)",-1,-1,0,0,right,
2436,P02_101_30,P02,P02_101,01:08.9,01:07.9,01:12.5,3397,3622,close bag,close,4,bag,19,['bag'],[19],,,,,,,,
2437,P02_101_31,P02,P02_101,01:11.9,01:11.3,01:13.1,3564,3654,put bread bag down,put-down,1,bag:bread,19,['bag:bread'],[19],,,,,,,,
2438,P02_101_32,P02,P02_101,01:14.7,01:14.5,01:16.1,3724,3803,press button,press,21,button,92,['button'],[92],,,,,,,,
2439,P02_101_33,P02,P02_101,01:18.7,01:18.4,01:20.4,3918,4018,pick up plate,pick-up,0,plate,2,['plate'],[2],,,,,,,,
2440,P02_101_34,P02,P02_101,01:20.9,01:21.0,01:22.0,4049,4099,put down plate,put-down,1,plate,2,['plate'],[2],,,,,,,,
2441,P02_101_35,P02,P02_101,01:22.7,01:22.7,01:23.6,4134,4180,open drawer,open,3,drawer,8,['drawer'],[8],,,,,,,,
2442,P02_101_36,P02,P02_101,01:23.7,01:23.7,01:25.1,4183,4255,pick up knife,pick-up,0,knife,4,['knife'],[4],,,,,,,,
2443,P02_101_37,P02,P02_101,01:25.2,01:25.0,01:25.8,4250,4291,close drawer,close,4,drawer,8,['drawer'],[8],,,,,,,,
2444,P02_101_38,P02,P02_101,01:25.9,01:25.8,01:27.3,4291,4365,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
2445,P02_101_39,P02,P02_101,01:28.7,01:28.1,01:29.1,4407,4452,pick up butter,pick-up,0,butter,78,['butter'],[78],,,,,,,,
2447,P02_101_40,P02,P02_101,01:29.9,01:29.1,01:30.9,4455,4547,pick up jam,pick-up,0,jam,115,['jam'],[115],,,,,,,,
2448,P02_101_41,P02,P02_101,01:32.7,01:31.9,01:32.7,4595,4637,put jam,put,1,jam,115,['jam'],[115],,,,,,,,
2449,P02_101_42,P02,P02_101,01:32.9,01:32.6,01:33.3,4629,4667,put butter,put,1,butter,78,['butter'],[78],,,,,,,,
2450,P02_101_43,P02,P02_101,01:34.2,01:33.6,01:34.9,4678,4747,put knife,put,1,knife,4,['knife'],[4],,,,,,,,
2451,P02_101_44,P02,P02_101,01:36.2,01:35.9,01:37.5,4794,4873,pick up stirrer,pick-up,0,stirrer,1,['stirrer'],[1],,,,,,,,
2452,P02_101_45,P02,P02_101,01:38.4,01:38.0,01:42.6,4902,5128,stir coffee,stir,10,coffee,59,['coffee'],[59],,,,,,,,
2453,P02_101_46,P02,P02_101,01:42.7,01:42.4,01:43.5,5119,5172,shake stirrer,shake,15,stirrer,1,['stirrer'],[1],,,,,,,,
2454,P02_101_47,P02,P02_101,01:44.7,01:44.7,01:46.2,5234,5308,open bin,open,3,bin,36,['bin'],[36],,,,,,,,
2455,P02_101_48,P02,P02_101,01:45.7,01:45.5,01:46.0,5273,5298,throw stirrer,throw,13,stirrer,1,['stirrer'],[1],,,,,,,,
2456,P02_101_49,P02,P02_101,01:46.2,01:46.0,01:47.8,5300,5387,close bin,close,4,bin,36,['bin'],[36],,,,,,,,
2458,P02_101_50,P02,P02_101,01:49.7,01:49.7,01:51.9,5486,5596,open butter,open,3,butter,78,['butter'],[78],,,,,,,,
2459,P02_101_51,P02,P02_101,01:51.7,01:52.0,01:52.7,5601,5636,pick up jam,pick-up,0,jam,115,['jam'],[115],,,,,,,,
2460,P02_101_52,P02,P02_101,01:58.7,01:52.7,01:59.8,5632,5988,open jam,open,3,jam,115,['jam'],[115],,,,,,,,
2461,P02_101_53,P02,P02_101,02:00.2,02:00.2,02:01.8,6007,6092,put lid down,put-down,1,lid,6,['lid'],[6],,,,,,,,
2462,P02_101_54,P02,P02_101,02:21.2,02:21.0,02:22.3,7052,7112,press button,press,21,button,92,['button'],[92],,,,,,,,
2463,P02_101_55,P02,P02_101,02:23.2,02:23.4,02:24.2,7168,7209,pick up knife,pick-up,0,knife,4,['knife'],[4],,,,,,,,
2464,P02_101_56,P02,P02_101,02:23.9,02:23.9,02:24.6,7196,7228,pick up plate,pick-up,0,plate,2,['plate'],[2],,,,,,,,
2465,P02_101_57,P02,P02_101,02:25.2,02:24.7,02:26.2,7233,7309,pick up bread with knife,pick-up,0,bread,33,"['bread', 'knife']","[33, 4]",,,,,,,,
2466,P02_101_58,P02,P02_101,02:25.7,02:25.8,02:26.4,7292,7319,put bread in plate,put-in,5,bread,33,"['bread', 'plate']","[33, 2]",,,,,,,,
2467,P02_101_59,P02,P02_101,02:26.9,02:26.5,02:28.4,7324,7421,pick up bread with knife,pick-up,0,bread,33,"['bread', 'knife']","[33, 4]",,,,,,,,
2469,P02_101_60,P02,P02_101,02:28.7,02:28.2,02:29.8,7409,7489,put bread in plate,put-in,5,bread,33,"['bread', 'plate']","[33, 2]",,,,,,,,
2470,P02_101_61,P02,P02_101,02:29.9,02:29.4,02:30.7,7469,7533,put plate down,put-down,1,plate,2,['plate'],[2],,,,,,,,
2471,P02_101_62,P02,P02_101,02:31.2,02:30.7,02:31.5,7536,7573,hold butter,hold,34,butter,78,['butter'],[78],,,,,,,,
2472,P02_101_63,P02,P02_101,02:32.9,02:31.6,02:36.2,7578,7807,slice butter,slice,7,butter,78,['butter'],[78],,,,,,,,
2473,P02_101_64,P02,P02_101,02:37.2,02:37.1,02:38.1,7854,7905,put butter on bread,put-on,1,butter,78,"['butter', 'bread']","[78, 33]",,,,,,,,
2474,P02_101_65,P02,P02_101,02:39.2,02:37.9,02:42.7,7893,8137,spread butter,spread,27,butter,78,['butter'],[78],,,,,,,,
2475,P02_101_66,P02,P02_101,02:44.2,02:42.2,02:44.6,8110,8231,move bread,move,11,bread,33,['bread'],[33],,,,,,,,
2476,P02_101_67,P02,P02_101,02:45.4,02:44.7,02:45.4,8236,8271,hold butter,hold,34,butter,78,['butter'],[78],,,,,,,,
2477,P02_101_68,P02,P02_101,02:46.4,02:45.4,02:49.7,8272,8487,slice butter,slice,7,butter,78,['butter'],[78],,,,,,,,
2478,P02_101_69,P02,P02_101,02:50.7,02:49.5,02:51.6,8477,8582,put butter on bread,put-on,1,butter,78,"['butter', 'bread']","[78, 33]",,,,,,,,
2480,P02_101_70,P02,P02_101,02:52.2,02:51.7,02:58.7,8586,8935,spread butter,spread,27,butter,78,['butter'],[78],,,,,,,,
2481,P02_101_71,P02,P02_101,02:59.4,02:58.7,03:00.0,8933,8998,scoop jam,scoop,16,jam,115,['jam'],[115],,,,,,,,
2482,P02_101_72,P02,P02_101,02:59.4,02:59.7,03:01.2,8982,9062,pick up jam,pick-up,0,jam,115,['jam'],[115],,,,,,,,
2483,P02_101_73,P02,P02_101,03:01.2,03:00.2,03:01.7,9012,9083,put jam on bread,put-on,1,jam,115,"['jam', 'bread']","[115, 33]",,,,,,,,
2484,P02_101_74,P02,P02_101,03:01.9,03:01.7,03:02.4,9083,9119,put jam on bread,put-on,1,jam,115,"['jam', 'bread']","[115, 33]",,,,,,,,
2485,P02_101_75,P02,P02_101,03:03.2,03:02.7,03:04.0,9136,9198,scoop jam,scoop,16,jam,115,['jam'],[115],,,,,,,,
2486,P02_101_76,P02,P02_101,03:04.9,03:03.4,03:06.6,9172,9330,put jam on bread,put-on,1,jam,115,"['jam', 'bread']","[115, 33]",,,,,,,,
2487,P02_101_77,P02,P02_101,03:05.2,03:06.7,03:08.0,9335,9398,put jam down,put,1,jam,115,['jam'],[115],,,,,,,,
2488,P02_101_78,P02,P02_101,03:07.4,03:07.0,03:08.0,9349,9399,pick up toast,pick-up,0,toast,33,['toast'],[33],,,,,,,,
2489,P02_101_79,P02,P02_101,03:08.4,03:07.9,03:12.6,9395,9629,spread jam and butter,spread,27,jam,115,"['jam', 'butter']","[115, 78]",,,,,,,,
2492,P02_101_81,P02,P02_101,03:13.4,03:11.0,03:14.5,9550,9722,put down toast,put-down,1,toast,33,['toast'],[33],,,,,,,,
2491,P02_101_80,P02,P02_101,03:12.7,03:12.3,03:15.9,9615,9797,pick up toast,pick-up,0,toast,33,['toast'],[33],,,,,,,,
2493,P02_101_82,P02,P02_101,03:15.7,03:14.5,03:20.3,9727,10014,spread jam and butter,spread,27,jam,115,"['jam', 'butter']","[115, 78]",,,,,,,,
2494,P02_101_83,P02,P02_101,03:20.2,03:20.2,03:20.9,10011,10044,put down toast,put-down,1,toast,33,['toast'],[33],,,,,,,,
2495,P02_101_84,P02,P02_101,03:21.9,03:21.0,03:24.1,10050,10206,close butter,close,4,butter,78,['butter'],[78],,,,,,,,
2496,P02_101_85,P02,P02_101,03:24.2,03:23.9,03:24.4,10195,10220,put butter down,put-down,1,butter,78,['butter'],[78],,,,,,,,
2497,P02_101_86,P02,P02_101,03:24.7,03:24.5,03:25.2,10225,10262,pick up lid,pick-up,0,lid,6,['lid'],[6],,,,,,,,
2498,P02_101_87,P02,P02_101,03:25.7,03:25.7,03:27.0,10287,10351,close jam,close,4,jam,115,['jam'],[115],,,,,,,,
2499,P02_101_88,P02,P02_101,03:29.4,03:28.9,03:31.5,10443,10573,open tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
2500,P02_101_89,P02,P02_101,03:30.4,03:29.8,03:31.4,10488,10571,wash knife,wash,2,knife,4,['knife'],[4],,,,,,,,
2503,P02_101_91,P02,P02_101,03:32.7,03:30.0,03:32.5,10500,10627,pick up sponge,pick-up,0,sponge,9,['sponge'],[9],,,,,,,,
2502,P02_101_90,P02,P02_101,03:31.9,03:31.2,03:32.3,10558,10617,close tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
2504,P02_101_92,P02,P02_101,03:33.2,03:32.5,03:34.7,10625,10736,wash sponge,wash,2,sponge,9,['sponge'],[9],,,,,,,,
2505,P02_101_93,P02,P02_101,03:34.7,03:34.6,03:35.5,10730,10773,pick up washing liquid,pick-up,0,liquid:washing,22,['liquid:washing'],[22],,,,,,,,
2506,P02_101_94,P02,P02_101,03:35.9,03:35.6,03:36.7,10778,10837,pour washing liquid on sponge,pour,9,liquid:washing,22,"['liquid:washing', 'sponge']","[22, 9]",,,,,,,,
2507,P02_101_95,P02,P02_101,03:36.7,03:36.7,03:37.4,10835,10868,put washing liquid down,put,1,liquid:washing,22,['liquid:washing'],[22],,,,,,,,
2508,P02_101_96,P02,P02_101,03:38.4,03:38.1,03:40.2,10906,11012,clean knife,clean,2,knife,4,['knife'],[4],,,,,,,,
2509,P02_101_97,P02,P02_101,03:40.4,03:40.2,03:40.8,11008,11042,put sponge down,put-down,1,sponge,9,['sponge'],[9],,,,,,,,
2510,P02_101_98,P02,P02_101,03:41.2,03:40.9,03:42.4,11047,11121,open tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
2511,P02_101_99,P02,P02_101,03:42.9,03:42.5,03:43.8,11126,11190,wash knife,wash,2,knife,4,['knife'],[4],,,,,,,,
2405,P02_101_101,P02,P02_101,03:45.2,03:43.0,03:45.3,11150,11263,put knife in drainer,put-in,5,knife,4,"['knife', 'drainer']","[4, 110]",,,,,,,,
2404,P02_101_100,P02,P02_101,03:44.2,03:43.3,03:44.4,11164,11220,close tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
2406,P02_101_102,P02,P02_101,03:46.2,03:45.4,03:45.9,11268,11297,shake hands,shake,15,hand,11,['hand'],[11],,,,,,,,
2407,P02_101_103,P02,P02_101,03:47.7,03:47.1,03:49.4,11355,11470,dry hands with towel,dry-with,14,hand,11,"['hand', 'towel']","[11, 52]",,,,,,,,
2408,P02_101_104,P02,P02_101,03:51.7,03:47.8,03:52.9,11389,11643,pick up mug,pick-up,0,mug,13,['mug'],[13],,,,,,,,
2409,P02_101_105,P02,P02_101,03:53.2,03:53.0,03:54.0,11648,11700,put mug down,put-down,1,mug,13,['mug'],[13],,,,,,,,
2410,P02_101_106,P02,P02_101,03:54.7,03:54.5,03:55.6,11725,11777,pick up jam and butter,pick-up,0,jam,115,"['jam', 'butter']","[115, 78]",,,,,,,,
2411,P02_101_107,P02,P02_101,03:57.2,03:56.9,03:58.6,11847,11930,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
2412,P02_101_108,P02,P02_101,03:58.7,03:57.5,03:59.1,11877,11954,put butter,put,1,butter,78,['butter'],[78],,,,,,,,
2413,P02_101_109,P02,P02_101,03:59.4,03:59.3,04:00.2,11967,12010,put jam,put,1,jam,115,['jam'],[115],,,,,,,,
2415,P02_101_110,P02,P02_101,04:01.2,04:00.3,04:01.7,12013,12085,close fridge,close,4,fridge,12,['fridge'],[12],,,,,,,,
2669,P02_104_0,P02,P02_104,00:04.2,00:04.2,00:05.5,209,275,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
2670,P02_104_1,P02,P02_104,00:05.9,00:06.1,00:07.5,304,376,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],,,,,,,,
2763,P02_104_2,P02,P02_104,00:08.4,00:07.8,00:10.3,392,514,pick up pasta,pick-up,0,pasta,45,['pasta'],[45],,,,,,,,
