ID,sequence,coordinates,start_coordinates,strong_k,mid_k,food_k,containment,error
s30-d26,"pot,spice_shaker,cauliflower,cutting_board,knife,fork,plate,colander","pot: (0,0,1);spice_shaker: (1,4,2);cauliflower: (1.5,4,2.5);cutting_board: (0,1.5,1);knife: (0,1.5,2);fork: (0,1.5,2);plate: (2,3,2);colander: (0,1.5,1)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"pot,cauliflower,cutting_board,knife,fork,plate,colander",
s30-d29,"cutting_board,herbs,plate,knife","cutting_board: (0,1.5,1);herbs: (1.5,4,3);plate: (2,3,2);knife: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"cutting_board,herbs,plate,knife",
s30-d40,"lime,cutting_board,squeezer,knife","lime: (1.5,4,3);cutting_board: (0,1.5,1);squeezer: (0,1.5,1);knife: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"lime,cutting_board,squeezer,knife",
s30-d41,"pomegranate,cutting_board,plate,knife","pomegranate: (1.5,4,3);cutting_board: (0,1.5,1);plate: (2,3,2);knife: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"pomegranate,cutting_board,plate,knife",
s30-d43,"oil,potato,pan,peeler,spatula,plate,ketchup,spice_shaker","oil: (2,2,2.5);potato: (2,2,2);pan: (0,0,1);peeler: (0,1.5,2);spatula: (0,1.5,2);plate: (2,3,2);ketchup: (1.5,4,2.5);spice_shaker: (1,4,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"oil,potato,pan,peeler,spatula,plate,ketchup",
s30-d52,"kiwi,cutting_board,plate,knife,fork","kiwi: (1.5,4,3);cutting_board: (0,1.5,1);plate: (2,3,2);knife: (0,1.5,2);fork: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"kiwi,cutting_board,plate,knife,fork",
s30-d53,"cutting_board,knife,avocado,plate,spice_shaker,fork,flat_grater","cutting_board: (0,1.5,1);knife: (0,1.5,2);avocado: (1.5,4,3);plate: (2,3,2);spice_shaker: (1,4,2);fork: (0,1.5,2);flat_grater: (0,1.5,1)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"cutting_board,knife,avocado,plate,fork,flat_grater",
s31-d25,"bread,plate,cutting_board,knife","bread: (1.5,4,2.5);plate: (2,3,2);cutting_board: (0,1.5,1);knife: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"bread,plate,cutting_board,knife",
s31-d28,"orange,cutting_board,spoon,knife,plate","orange: (1.5,4,2.5);cutting_board: (0,1.5,1);spoon: (0,1.5,2);knife: (0,1.5,2);plate: (2,3,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"orange,cutting_board,spoon,knife,plate",
s31-d31,"garlic,cutting_board,knife,plate","garlic: (2,2,2);cutting_board: (0,1.5,1);knife: (0,1.5,2);plate: (2,3,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"garlic,cutting_board,knife,plate",
s32-d27,"onion,cutting_board,knife,bowl,spice_shaker,pan,butter,spatula,plate","onion: (2,2,2);cutting_board: (0,1.5,1);knife: (0,1.5,2);bowl: (0,1.5,1);spice_shaker: (1,4,2);pan: (0,0,1);butter: (1.5,4,3);spatula: (0,1.5,2);plate: (2,3,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"onion,cutting_board,knife,bowl,pan,butter,spatula,plate",
s32-d52,"kiwi,peeler,cutting_board,knife,plate","kiwi: (1.5,4,3);peeler: (0,1.5,2);cutting_board: (0,1.5,1);knife: (0,1.5,2);plate: (2,3,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"kiwi,peeler,cutting_board,knife,plate",
s32-d55,"fig,cutting_board,peeler,knife,bowl","fig: (1.5,4,3);cutting_board: (0,1.5,1);peeler: (0,1.5,2);knife: (0,1.5,2);bowl: (2,0,3)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"fig,cutting_board,peeler,knife,bowl",
s32-d69,"eggs,bowl,wire_whisk,spice_shaker,pan,butter,knife,spatula,plate","eggs: (1.5,4,4);bowl: (0,1.5,1);wire_whisk: (0,1.5,2);spice_shaker: (1,4,2);pan: (0,0,1);butter: (1.5,4,3);knife: (0,1.5,2);spatula: (0,1.5,2);plate: (2,0,3.5)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"eggs,bowl,wire_whisk,pan,butter,knife,spatula,plate",
s32-d70,"orange,cutting_board,knife,squeezer,glass,sugar,spoon_small","orange: (1.5,4,2.5);cutting_board: (0,1.5,1);knife: (0,1.5,2);squeezer: (0,1.5,2);glass: (2,3,3);sugar: (2,2,4);spoon_small: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"orange,cutting_board,knife,squeezer,glass,sugar,spoon_small",
s33-d27,"onion,knife,cutting_board,pan,oil,spatula","onion: (2,2,2);knife: (0,1.5,2);cutting_board: (0,1.5,1);pan: (0,0,1);oil: (2,2,2.5);spatula: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"onion,knife,cutting_board,pan,oil,spatula",
s33-d45,"pepper,cutting_board,knife,plate","pepper: (1.5,4,2);cutting_board: (0,1.5,1);knife: (0,1.5,2);plate: (2,3,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"pepper,cutting_board,knife,plate",
s33-d50,"eggs,cup,egg_cup,spoon_small,plate","eggs: (1.5,4,4);cup: (2,3,2.5);egg_cup: (2,3,2.5);spoon_small: (0,1.5,2);plate: (2,3,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"eggs,cup,egg_cup,spoon_small,plate",
s33-d54,"peeler,mango,plate,knife","peeler: (0,1.5,2);mango: (1.5,4,2);plate: (2,3,2);knife: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"peeler,mango,plate,knife",
s34-d28,"knife,cutting_board,bowl,orange,sugar,spoon_small,milk,bottle","knife: (0,1.5,2);cutting_board: (0,1.5,1);bowl: (0,1.5,1);orange: (1.5,4,2.5);sugar: (2,2,4);spoon_small: (0,1.5,2);milk: (1.5,4,3);bottle: (1.5,4,3)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"knife,cutting_board,bowl,orange,sugar,spoon_small,milk,bottle",
s34-d34,"bowl,knife,peeler,ginger,cutting_board,flat_grater,spice_shaker,spoon_small","bowl: (0,1.5,1);knife: (0,1.5,2);peeler: (0,1.5,2);ginger: (2,2,2);cutting_board: (0,1.5,1);flat_grater: (0,1.5,2);spice_shaker: (1,4,2);spoon_small: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"bowl,knife,peeler,ginger,cutting_board,flat_grater,spoon_small",
s34-d41,"pomegranate,cutting_board,knife,bowl,spice_shaker,spoon","pomegranate: (1.5,4,2.5);cutting_board: (0,1.5,1);knife: (0,1.5,2);bowl: (0,1.5,1);spice_shaker: (1,4,2);spoon: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"pomegranate,cutting_board,knife,bowl,spoon",
s34-d69,"eggs,pot,butter,spoon_small,spatula,spice_shaker,ketchup,plate,fork","eggs: (1.5,4,4);pot: (0,0,1);butter: (1.5,4,3);spoon_small: (0,1.5,2);spatula: (0,1.5,2);spice_shaker: (1,4,2);ketchup: (1.5,4,3);plate: (2,3,2);fork: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"eggs,pot,butter,spoon_small,spatula,ketchup,plate,fork",
s35-d40,"lime,bowl,squeezer,cutting_board,knife,glass","lime: (1.5,4,3);bowl: (0,1.5,1);squeezer: (0,1.5,2);cutting_board: (0,1.5,1);knife: (0,1.5,2);glass: (2,3,3)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"lime,bowl,squeezer,cutting_board,knife,glass",
s35-d41,"pomegranate,bowl,plate,cutting_board,knife,spoon","pomegranate: (1.5,4,2.5);bowl: (2,3,2.5);plate: (2,3,2);cutting_board: (0,1.5,1);knife: (0,1.5,2);spoon: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"pomegranate,bowl,plate,cutting_board,knife,spoon",
s35-d48,"chilli,plate,cutting_board,knife","chilli: (1.5,4,3);plate: (2,3,2);cutting_board: (0,1.5,1);knife: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"chilli,plate,cutting_board,knife",
s35-d55,"figs,plate,knife,cutting_board","figs: (1.5,4,3);plate: (2,3,2);knife: (0,1.5,2);cutting_board: (0,1.5,1)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"figs,plate,knife,cutting_board",
s36-d23,"carrot,bowl,cutting_board,knife,pan,oil,spatula,spice_shaker,jar,spoon_small","carrot: (1.5,4,3);bowl: (0,1.5,1);cutting_board: (0,1.5,1);knife: (0,1.5,2);pan: (0,0,1);oil: (2,2,2.5);spatula: (0,1.5,2);spice_shaker: (1,4,2);jar: (2,2,3);spoon_small: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"carrot,bowl,cutting_board,knife,pan,oil,spatula,jar,spoon_small",
s36-d27,"onion,cutting_board,knife,plate,lemon_juice","onion: (2,2,2);cutting_board: (0,1.5,1);knife: (0,1.5,2);plate: (2,3,2);lemon_juice: (2,2,0)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"onion,cutting_board,knife,plate,lemon_juice",
s36-d31,"garlic,cutting_board,knife","garlic: (2,2,2);cutting_board: (0,1.5,1);knife: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"garlic,cutting_board,knife",
s36-d42,"cutting_board,bowl,knife,broccoli,lid,pot,spice_shaker,plate,fork","cutting_board: (0,1.5,1);bowl: (0,1.5,1);knife: (0,1.5,2);broccoli: (1.5,4,3);lid: (0,0,1);pot: (0,0,1);spice_shaker: (1,4,2);plate: (2,3,2);fork: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"cutting_board,bowl,knife,broccoli,lid,pot,plate,fork",
s36-d43,"potato,knife,bowl,cutting_board,pot,spice_shaker,pan,oil,spatula,bowl2","potato: (2,2,2);knife: (0,1.5,2);bowl: (0,1.5,1);cutting_board: (0,1.5,1);pot: (0,0,1);spice_shaker: (1,4,2);pan: (0,0,1);oil: (2,2,2.5);spatula: (0,1.5,2);bowl2: (2,0,3)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"potato,knife,bowl,cutting_board,pot,pan,oil,spatula,bowl2",
s36-d50,"bowl,eggs,spoon_small","bowl: (2,0,3);eggs: (1.5,4,4);spoon_small: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"bowl,eggs,spoon_small",
s36-d70,"squeezer,orange,cutting_board,knife,glass","squeezer: (0,1.5,1);orange: (1.5,4,2.5);cutting_board: (0,1.5,1);knife: (0,1.5,2);glass: (2,3,3)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"squeezer,orange,cutting_board,knife,glass",
s37-d21,"cucumber,knife,cutting_board,plate,peeler,spice_shaker","cucumber: (1.5,4,3);knife: (0,1.5,2);cutting_board: (0,1.5,1);plate: (2,3,2);peeler: (0,1.5,2);spice_shaker: (1,4,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"cucumber,knife,cutting_board,plate,peeler",
s37-d25,"bread,cutting_board,knife","bread: (1.5,4,2.5);cutting_board: (0,1.5,1);knife: (0,1.5,2)","[1,0,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"bread,cutting_board,knife",
s37-d29,"cutting_board,knife,herbs,bowl","cutting_board: (0,1.5,1);knife: (0,1.5,2);herbs: (1,4,2);bowl: (2,0,3)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"cutting_board,knife,bowl",
s37-d39,"leek,cutting_board,knife,pan,oil,spatula,spice_shaker,plate","leek: (1.5,4,2);cutting_board: (0,1.5,1);knife: (0,1.5,2);pan: (0,0,1);oil: (2,2,2.5);spatula: (0,1.5,2);spice_shaker: (1,4,2);plate: (2,3,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"leek,cutting_board,knife,pan,bottle,spatula,plate",
s37-d46,"pineapple,cutting_board,knife,plastic_box,spice_shaker","pineapple: (1.5,4,3);cutting_board: (0,1.5,1);knife: (0,1.5,2);plastic_box: (0,1.5,1);spice_shaker: (1,4,2)","[1,0,2],[0,1.5,2],[0,1.5,2],[0,1.5,2],[0,1.5,2]",cutting_board,,plate,"pineapple,cutting_board,knife,plastic_box",
