,uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid,lhand_vposition ,lhand_hposition ,rhand_vposition ,rhand_hposition ,hand in use ,Unnamed: 21
5064,6434,P03,P03_04,put box,01:31.9,01:32.7,5511,5565,put,1,box,39,['box'],[39],,,,,,,,
5065,6435,P03,P03_04,take knife sharpener,01:43.4,01:44.3,6203,6259,take,0,sharpener:knife,285,['sharpener:knife'],[285],,,,,,,,
5066,6436,P03,P03_04,open drawer,01:45.6,01:47.1,6334,6426,open,2,drawer,9,['drawer'],[9],,,,,,,,
5067,6437,P03,P03_04,take knife,01:48.0,01:48.9,6477,6535,take,0,knife,5,['knife'],[5],,,,,,,,
5068,6438,P03,P03_04,close drawer,01:48.7,01:49.5,6523,6571,close,3,drawer,9,['drawer'],[9],,,,,,,,
5069,6439,P03,P03_04,sharpen knife,01:50.1,02:03.0,6608,7380,sharpen,27,knife,5,['knife'],[5],,,,,,,,
5070,6440,P03,P03_04,continue sharpening knife,02:03.1,02:10.7,7386,7844,sharpen,27,knife,5,['knife'],[5],,,,,,,,
5071,6441,P03,P03_04,put knife sharpener back,02:10.3,02:11.2,7817,7870,put,1,sharpener:knife,285,['sharpener:knife'],[285],,,,,,,,
5072,6442,P03,P03_04,take kitchen towel,02:12.8,02:16.3,7965,8175,take,0,towel:kitchen,66,['towel:kitchen'],[66],,,,,,,,
5073,6443,P03,P03_04,clean knife,02:17.0,02:21.9,8220,8511,clean,4,knife,5,['knife'],[5],,,,,,,,
5074,6444,P03,P03_04,put towel in bin,02:23.1,02:24.0,8583,8637,put,1,towel,65,"['towel', 'bin']","[65, 25]",,,,,,,,
5075,6445,P03,P03_04,put knife,02:24.4,02:24.9,8662,8696,put,1,knife,5,['knife'],[5],,,,,,,,
5076,6446,P03,P03_04,open cupboard,02:25.2,02:26.2,8712,8772,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
5077,6447,P03,P03_04,take cutting board,02:26.0,02:27.3,8760,8835,take,0,board:cutting,19,['board:cutting'],[19],,,,,,,,
5078,6448,P03,P03_04,put cutting board,02:27.6,02:28.9,8857,8932,put,1,board:cutting,19,['board:cutting'],[19],,,,,,,,
5079,6449,P03,P03_04,open fridge,02:29.5,02:30.7,8971,9041,open,2,fridge,10,['fridge'],[10],,,,,,,,
5080,6450,P03,P03_04,pull out drawer,02:30.4,02:31.5,9025,9092,pull-out,54,drawer,9,['drawer'],[9],,,,,,,,
5081,6451,P03,P03_04,close fridge,02:31.8,02:32.3,9105,9138,close,3,fridge,10,['fridge'],[10],,,,,,,,
5082,6452,P03,P03_04,take onion,02:34.3,02:34.9,9256,9295,take,0,onion,13,['onion'],[13],,,,,,,,
5083,6453,P03,P03_04,take knife,02:34.7,02:35.2,9282,9312,take,0,knife,5,['knife'],[5],,,,,,,,
5084,6454,P03,P03_04,cut onion,02:37.1,02:53.3,9423,10398,cut,5,onion,13,['onion'],[13],"(4,1)",,0,0,0,0,both,
5085,6455,P03,P03_04,take bin,02:55.9,02:57.1,10554,10626,take,0,bin,25,['bin'],[25],,,,,,,,
5086,6456,P03,P03_04,take top off bin,02:56.7,02:58.0,10600,10683,take,0,top,78,"['top', 'bin']","[78, 25]",,,,,,,,
5087,6457,P03,P03_04,cut onions in bin,03:04.1,03:06.3,11048,11175,cut,5,onion,13,"['onion', 'bin']","[13, 25]",,,,,,,,
5088,6458,P03,P03_04,peel onion,03:10.5,03:18.2,11430,11895,peel,16,onion,13,['onion'],[13],"(4,1)","(4,1)",0,0,0,0,both,
5089,6459,P03,P03_04,put peel in bin,03:18.3,03:19.1,11901,11946,put,1,peel,68,"['peel', 'bin']","[68, 25]",,,,,,,,
5090,6460,P03,P03_04,peel onion,03:20.4,03:39.1,12022,13145,peel,16,onion,13,['onion'],[13],"(4,1)","(4,1)",0,0,0,0,both,
5091,6461,P03,P03_04,peel onion,03:30.2,03:39.4,12610,13162,peel,16,onion,13,['onion'],[13],"(4,1)","(4,1)",0,0,0,0,both,
5092,6462,P03,P03_04,put peel in bin,03:39.7,03:40.8,13185,13245,put,1,peel,68,"['peel', 'bin']","[68, 25]",,,,,,,,
5093,6463,P03,P03_04,chop onion,03:41.8,03:54.1,13305,14047,chop,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5094,6464,P03,P03_04,slice onion,03:50.4,04:06.3,13827,14777,slice,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5095,6465,P03,P03_04,open cupboard,04:08.5,04:09.2,14913,14952,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
5096,6466,P03,P03_04,take bowl,04:09.3,04:10.3,14961,15015,take,0,bowl,6,['bowl'],[6],,,,,,,,
5097,6467,P03,P03_04,close cupboard,04:10.3,04:10.8,15021,15051,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
5098,6468,P03,P03_04,put bowl,04:11.7,04:12.4,15103,15143,put,1,bowl,6,['bowl'],[6],,,,,,,,
5099,6469,P03,P03_04,put onion in bin,04:14.4,04:15.6,15265,15334,put,1,onion,13,"['onion', 'bin']","[13, 25]",,,,,,,,
5100,6470,P03,P03_04,transfer onions,04:15.6,04:33.7,15334,16424,transfer,9,onion,13,['onion'],[13],"(4,1)",,-1,-1,0,0,right,
5101,6471,P03,P03_04,put knife,04:34.3,04:35.3,16456,16519,put,1,knife,5,['knife'],[5],,,,,,,,
5102,6472,P03,P03_04,take onion,04:35.5,04:36.2,16530,16573,take,0,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5103,6473,P03,P03_04,cut onion,04:36.6,04:44.5,16594,17072,cut,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5104,6474,P03,P03_04,peel onion,04:45.8,04:46.3,17146,17176,peel,16,onion,13,['onion'],[13],"(4,1)","(4,1)",0,0,0,0,both,
5105,6475,P03,P03_04,put peel in bin,04:46.7,04:47.6,17201,17255,put,1,peel,68,"['peel', 'bin']","[68, 25]",,,,,,,,
5106,6476,P03,P03_04,peel onion,04:48.6,05:03.2,17317,18194,peel,16,onion,13,['onion'],[13],"(4,1)","(4,1)",0,0,0,0,both,
5107,6477,P03,P03_04,put peel in bin,05:03.9,05:04.8,18237,18290,put,1,peel,68,"['peel', 'bin']","[68, 25]",,,,,,,,
5108,6478,P03,P03_04,pick up onion,05:05.4,05:06.3,18322,18379,pick-up,0,onion,13,['onion'],[13],,,,,,,,
5109,6479,P03,P03_04,peel onion,05:18.1,05:25.2,19087,19515,peel,16,onion,13,['onion'],[13],"(4,1)","(4,1)",0,0,0,0,both,
5110,6480,P03,P03_04,put peel in bin,05:25.3,05:26.1,19515,19567,put,1,peel,68,"['peel', 'bin']","[68, 25]",,,,,,,,
5111,6481,P03,P03_04,slice onion,05:34.8,05:44.4,20085,20663,slice,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5112,6482,P03,P03_04,slice onion,05:44.5,05:47.7,20667,20859,slice,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5113,6483,P03,P03_04,dice onion,05:48.2,06:01.5,20892,21687,dice,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5114,6484,P03,P03_04,slice onion,06:05.6,06:18.1,21933,22683,slice,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5115,6485,P03,P03_04,slice onion,06:18.0,06:20.4,22678,22821,slice,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5116,6486,P03,P03_04,dice onion,06:23.5,06:34.8,23010,23685,dice,5,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5117,6487,P03,P03_04,throw onion in bin,06:34.3,06:45.1,23661,24306,throw,8,onion,13,"['onion', 'bin']","[13, 25]",,,,,,,,
5118,6488,P03,P03_04,clean knife,06:45.7,06:47.2,24342,24432,clean,4,knife,5,['knife'],[5],,,,,,,,
5119,6489,P03,P03_04,open cupboard,06:55.2,06:56.0,24914,24960,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
5120,6490,P03,P03_04,take bowl,06:56.2,06:57.9,24973,25074,take,0,bowl,6,['bowl'],[6],,,,,,,,
5121,6491,P03,P03_04,close cupboard,06:57.2,06:58.2,25029,25089,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
5122,6492,P03,P03_04,put bowl,06:57.3,06:58.1,25038,25083,put,1,bowl,6,['bowl'],[6],,,,,,,,
5123,6493,P03,P03_04,transfer onion,07:01.4,07:12.5,25282,25953,transfer,9,onion,13,['onion'],[13],,,,,,,,
5124,6494,P03,P03_04,put board,07:12.4,07:13.6,25941,26016,put,1,board,19,['board'],[19],,,,,,,,
5125,6495,P03,P03_04,put bin,07:17.2,07:19.2,26232,26352,put,1,bin,25,['bin'],[25],,,,,,,,
5126,6496,P03,P03_04,put lid on bin,07:19.5,07:21.1,26368,26463,put,1,lid,11,"['lid', 'bin']","[11, 25]",,,,,,,,
5127,6497,P03,P03_04,open fridge,07:23.1,07:23.8,26587,26630,open,2,fridge,10,['fridge'],[10],,,,,,,,
5128,6498,P03,P03_04,take chicken,07:24.3,07:25.0,26661,26698,take,0,chicken,62,['chicken'],[62],"(0,1)",,0,0,-1,-1,left,
5129,6499,P03,P03_04,close fridge,07:24.9,07:25.4,26691,26721,close,3,fridge,10,['fridge'],[10],,,,,,,,
5130,6500,P03,P03_04,put chicken,07:27.0,07:27.7,26817,26862,put,1,chicken,62,['chicken'],[62],,,,,,,,
5131,6501,P03,P03_04,open drawer,07:28.8,07:30.4,26930,27026,open,2,drawer,9,['drawer'],[9],,,,,,,,
5132,6502,P03,P03_04,get knife,07:30.3,07:32.0,27018,27117,get,0,knife,5,['knife'],[5],,,,,,,,
5133,6503,P03,P03_04,close drawer,07:31.7,07:32.6,27103,27158,close,3,drawer,9,['drawer'],[9],,,,,,,,
5134,6504,P03,P03_04,open chicken,07:32.6,07:37.3,27159,27437,open,2,chicken,62,['chicken'],[62],"(4,1)",,-1,-1,0,0,right,
5135,6505,P03,P03_04,put chicken on cutting board,07:38.1,07:40.2,27487,27614,put,1,chicken,62,"['chicken', 'board:cutting']","[62, 19]",,,,,,,,
5136,6506,P03,P03_04,slice chicken,07:43.9,07:55.2,27836,28512,slice,5,chicken,62,['chicken'],[62],"(4,1)","(4,1)",-1,-1,0,0,right,
5137,6507,P03,P03_04,dice chicken,07:55.6,08:03.7,28536,29021,dice,5,chicken,62,['chicken'],[62],"(4,1)","(4,1)",-1,-1,0,0,right,
5138,6508,P03,P03_04,slice chicken,08:05.6,08:10.0,29139,29398,slice,5,chicken,62,['chicken'],[62],"(4,1)","(4,1)",-1,-1,0,0,right,
5139,6509,P03,P03_04,cut chicken,08:08.7,08:13.7,29320,29622,cut,5,chicken,62,['chicken'],[62],"(4,1)","(4,1)",-1,-1,0,0,right,
5140,6510,P03,P03_04,put chicken in bin,08:13.8,08:15.5,29629,29731,put,1,chicken,62,"['chicken', 'bin']","[62, 25]",,,,,,,,
5141,6511,P03,P03_04,slice chicken,08:18.2,08:22.3,29892,30140,slice,5,chicken,62,['chicken'],[62],"(4,1)","(4,1)",-1,-1,0,0,right,
5142,6512,P03,P03_04,dice chicken,08:23.8,08:32.1,30230,30724,dice,5,chicken,62,['chicken'],[62],"(4,1)","(4,1)",-1,-1,0,0,right,
5143,6513,P03,P03_04,wash hands,08:36.9,08:44.9,31013,31493,wash,4,hand,12,['hand'],[12],,,,,,,,
5144,6514,P03,P03_04,get soap,08:47.3,08:48.6,31637,31715,get,0,soap,98,['soap'],[98],,,,,,,,
5145,6515,P03,P03_04,wash hands,08:52.5,09:04.4,31948,32665,wash,4,hand,12,['hand'],[12],,,,,,,,
5146,6516,P03,P03_04,turn off tap,09:04.2,09:05.3,32655,32715,turn-off,15,tap,3,['tap'],[3],,,,,,,,
5147,6517,P03,P03_04,dry hands,09:06.4,09:10.1,32786,33006,dry,11,hand,12,['hand'],[12],,,,,,,,
5148,6518,P03,P03_04,get saucepan,09:09.8,09:10.9,32988,33054,get,0,saucepan,1,['saucepan'],[1],"(3,1)",,0,0,-1,-1,left,
5149,6519,P03,P03_04,put saucepan,09:11.2,09:11.7,33070,33100,put,1,saucepan,1,['saucepan'],[1],"(4,1)","(3,1)",0,0,-1,-1,left,
5150,6520,P03,P03_04,turn on hob,09:12.2,09:12.7,33132,33163,turn-on,12,hob,47,['hob'],[47],,,,,,,,
5151,6521,P03,P03_04,get olive oil,09:13.5,09:14.6,33211,33273,get,0,oil:olive,24,['oil:olive'],[24],,,,,,,,
5152,6522,P03,P03_04,open olive oil,09:15.4,09:15.9,33325,33355,open,2,oil:olive,24,['oil:olive'],[24],,,,,,,,
5153,6523,P03,P03_04,pour olive oil,09:15.7,09:16.8,33340,33406,pour,7,oil:olive,24,['oil:olive'],[24],"(4,1)","(4,1)",-1,-1,0,0,right,
5154,6524,P03,P03_04,close olive oil,09:16.8,09:17.6,33406,33455,close,3,oil:olive,24,['oil:olive'],[24],,,,,,,,
5155,6525,P03,P03_04,put olive oil,09:17.8,09:18.5,33469,33508,put,1,oil:olive,24,['oil:olive'],[24],,,,,,,,
5156,6526,P03,P03_04,get kettle,09:19.1,09:19.8,33546,33591,get,0,kettle,38,['kettle'],[38],,,,,,,,
5157,6527,P03,P03_04,fill kettle,09:21.0,09:22.0,33663,33723,fill,24,kettle,38,['kettle'],[38],,,,,,,,
5158,6528,P03,P03_04,put kettle,09:25.4,09:26.7,33921,34000,put,1,kettle,38,['kettle'],[38],,,,,,,,
5159,6529,P03,P03_04,turn on kettle,09:27.3,09:27.9,34037,34075,turn-on,12,kettle,38,['kettle'],[38],,,,,,,,
5160,6530,P03,P03_04,grab measuring cup,09:28.0,09:29.6,34077,34174,grab,0,cup:measuring,23,['cup:measuring'],[23],,,,,,,,
5161,6531,P03,P03_04,open cupboard,09:28.0,09:29.2,34078,34154,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
5162,6532,P03,P03_04,close cupboard,09:29.4,09:30.1,34161,34208,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
5163,6533,P03,P03_04,get stock,09:36.8,09:37.6,34606,34655,get,0,stock,111,['stock'],[111],,,,,,,,
5164,6534,P03,P03_04,put stock,09:37.8,09:39.2,34667,34752,put,1,stock,111,['stock'],[111],,,,,,,,
5165,6535,P03,P03_04,open cupboard,09:40.4,09:40.9,34823,34856,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
5166,6536,P03,P03_04,get almonds,09:45.0,09:50.7,35099,35444,get,0,almond,255,['almond'],[255],,,,,,,,
5167,6537,P03,P03_04,open fridge,09:54.5,09:55.6,35671,35734,open,2,fridge,10,['fridge'],[10],,,,,,,,
5168,6538,P03,P03_04,get garlic paste,09:56.1,09:58.4,35767,35904,get,0,paste:garlic,145,['paste:garlic'],[145],,,,,,,,
5169,6539,P03,P03_04,close fridge,09:58.5,09:59.3,35912,35957,close,3,fridge,10,['fridge'],[10],,,,,,,,
5170,6540,P03,P03_04,get stock cubes,10:02.7,10:03.2,36164,36194,get,0,cube:stock,111,['cube:stock'],[111],,,,,,,,
5171,6541,P03,P03_04,close cupboard,10:03.6,10:05.0,36216,36300,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
5172,6542,P03,P03_04,put stock cubes,10:06.1,10:06.9,36363,36412,put,1,cube:stock,111,['cube:stock'],[111],,,,,,,,
5173,6543,P03,P03_04,put garlic paste,10:08.2,10:09.9,36492,36594,put,1,paste:garlic,145,['paste:garlic'],[145],,,,,,,,
5174,6544,P03,P03_04,put almonds,10:09.8,10:12.3,36589,36739,put,1,almond,255,['almond'],[255],,,,,,,,
5175,6545,P03,P03_04,get stock cubes,10:12.4,10:13.7,36745,36820,get,0,cube:stock,111,['cube:stock'],[111],,,,,,,,
5176,6546,P03,P03_04,open stock cubes,10:14.6,10:17.2,36877,37033,open,2,cube:stock,111,['cube:stock'],[111],,,,,,,,
5177,6547,P03,P03_04,take a stock cube,10:17.6,10:19.8,37054,37191,take,0,cube:stock,111,['cube:stock'],[111],,,,,,,,
5178,6548,P03,P03_04,close stock cubes,10:24.4,10:26.7,37462,37599,close,3,cube:stock,111,['cube:stock'],[111],,,,,,,,
5179,6549,P03,P03_04,put stock cubes,10:27.1,10:27.9,37623,37674,put,1,cube:stock,111,['cube:stock'],[111],,,,,,,,
5180,6550,P03,P03_04,open stock cube,10:28.1,10:43.6,37686,38616,open,2,cube:stock,111,['cube:stock'],[111],,,,,,,,
5181,6551,P03,P03_04,put wrapper in bin,10:43.4,10:44.9,38601,38694,put,1,wrapper,77,"['wrapper', 'bin']","[77, 25]",,,,,,,,
5182,6552,P03,P03_04,crumble stock cube,10:45.5,10:53.9,38728,39231,crumble,30,cube:stock,111,['cube:stock'],[111],"(2,1)",,0,0,0,0,both,
5183,6553,P03,P03_04,open drawer,10:54.2,10:55.4,39252,39324,open,2,drawer,9,['drawer'],[9],,,,,,,,
5184,6554,P03,P03_04,get spoon,10:55.6,10:57.4,39333,39442,get,0,spoon,7,['spoon'],[7],,,,,,,,
5185,6555,P03,P03_04,close drawer,10:57.2,10:58.1,39433,39487,close,3,drawer,9,['drawer'],[9],,,,,,,,
5186,6556,P03,P03_04,open drawer,10:59.2,11:00.0,39552,39597,open,2,drawer,9,['drawer'],[9],,,,,,,,
5187,6557,P03,P03_04,get bag,11:00.1,11:07.3,39607,40038,get,0,bag,20,['bag'],[20],,,,,,,,
5188,6558,P03,P03_04,close drawer,11:07.7,11:08.2,40060,40090,close,3,drawer,9,['drawer'],[9],,,,,,,,
5189,6559,P03,P03_04,put onion in bin,11:08.3,11:09.4,40096,40161,put,1,onion,13,"['onion', 'bin']","[13, 25]",,,,,,,,
5190,6560,P03,P03_04,open bag,11:09.9,11:11.7,40194,40299,open,2,bag,20,['bag'],[20],,,,,,,,
5191,6561,P03,P03_04,put chicken in food bag,11:10.9,11:21.3,40251,40877,put,1,chicken,62,"['chicken', 'bag:food']","[62, 20]",,,,,,,,
5192,6562,P03,P03_04,take chicken out of food bag,11:26.2,11:30.7,41173,41444,take,0,chicken,62,"['chicken', 'bag:food']","[62, 20]",,,,,,,,
5193,6563,P03,P03_04,take chicken,11:31.8,11:37.5,41508,41847,take,0,chicken,62,['chicken'],[62],,,,,,,,
5194,6564,P03,P03_04,cut chicken,11:37.7,11:47.2,41865,42434,cut,5,chicken,62,['chicken'],[62],"(3,1)",,-1,-1,0,0,right,
5195,6565,P03,P03_04,dice chicken,11:50.0,11:59.4,42601,43161,dice,5,chicken,62,['chicken'],[62],"(3,1)",,-1,-1,0,0,right,
5196,6566,P03,P03_04,take onions,11:59.5,12:00.8,43167,43250,take,0,onion,13,['onion'],[13],,,,,,,,
5197,6567,P03,P03_04,put onions in saucepan,12:01.2,12:03.4,43272,43402,put,1,onion,13,"['onion', 'saucepan']","[13, 1]",,,,,,,,
5198,6568,P03,P03_04,put bowl,12:04.0,12:05.1,43441,43506,put,1,bowl,6,['bowl'],[6],,,,,,,,
5199,6569,P03,P03_04,take chicken,12:07.2,12:09.0,43632,43741,take,0,chicken,62,['chicken'],[62],,,,,,,,
5200,6570,P03,P03_04,slice chicken,12:10.0,12:17.9,43798,44271,slice,5,chicken,62,['chicken'],[62],"(3,1)",,-1,-1,0,0,right,
5201,6571,P03,P03_04,dice chicken,12:11.0,12:29.4,43860,44963,dice,5,chicken,62,['chicken'],[62],"(3,1)",,-1,-1,0,0,right,
5202,6572,P03,P03_04,pour kettle into stock,12:31.7,12:35.3,45099,45316,pour,7,kettle,38,"['kettle', 'stock']","[38, 111]",,,,,,,,
5203,6573,P03,P03_04,put kettle,12:37.2,12:38.2,45434,45493,put,1,kettle,38,['kettle'],[38],,,,,,,,
5204,6574,P03,P03_04,stir stock,12:39.5,12:42.5,45569,45751,stir,6,stock,111,['stock'],[111],,,,,,,,
5205,6575,P03,P03_04,turn on tap,12:46.6,12:47.2,45997,46033,turn-on,12,tap,3,['tap'],[3],,,,,,,,
5206,6576,P03,P03_04,stir stock,12:47.8,12:55.6,46069,46536,stir,6,stock,111,['stock'],[111],,,,,,,,
5207,6577,P03,P03_04,wash hands,12:56.2,12:59.4,46570,46765,wash,4,hand,12,['hand'],[12],,,,,,,,
5208,6578,P03,P03_04,shake pan,13:04.1,13:05.7,47044,47144,shake,14,pan,1,['pan'],[1],,,,,,,,
5209,6579,P03,P03_04,grab soap,13:06.5,13:07.6,47187,47257,grab,0,soap,98,['soap'],[98],,,,,,,,
5210,6580,P03,P03_04,turn off tap,13:13.6,13:15.0,47615,47697,turn-off,15,tap,3,['tap'],[3],,,,,,,,
5211,6581,P03,P03_04,dry hands,13:15.0,13:16.3,47698,47778,dry,11,hand,12,['hand'],[12],,,,,,,,
5212,6582,P03,P03_04,open drawer,13:16.4,13:17.7,47784,47862,open,2,drawer,9,['drawer'],[9],,,,,,,,
5213,6583,P03,P03_04,grab spatula,13:17.8,13:19.5,47868,47968,grab,0,spatula,22,['spatula'],[22],,,,,,,,
5214,6584,P03,P03_04,close drawer,13:19.4,13:19.9,47961,47991,close,3,drawer,9,['drawer'],[9],,,,,,,,
5215,6585,P03,P03_04,stir,13:21.7,13:31.4,48102,48685,stir,6,drawer,9,['drawer'],[9],"(4,1)",,-1,-1,0,0,right,
5216,6586,P03,P03_04,put plastic on side,13:33.6,13:36.6,48813,48996,put,1,plastic,77,"['plastic', 'side']","[77, 78]",,,,,,,,
5217,6587,P03,P03_04,put bag in bin,13:35.1,13:38.2,48906,49095,put,1,bag,20,"['bag', 'bin']","[20, 25]",,,,,,,,
5218,6588,P03,P03_04,open drawer,13:43.7,13:44.5,49421,49468,open,2,drawer,9,['drawer'],[9],,,,,,,,
5219,6589,P03,P03_04,get spoon,13:45.0,13:45.5,49497,49527,get,0,spoon,7,['spoon'],[7],,,,,,,,
5220,6590,P03,P03_04,get can opener,13:46.8,13:48.1,49608,49683,get,0,opener:can,203,['opener:can'],[203],,,,,,,,
5221,6591,P03,P03_04,open can,13:47.0,14:06.7,49620,50805,open,2,can,87,['can'],[87],"(4,1)",,-1,-1,0,0,right,
5222,6592,P03,P03_04,put can on side,14:06.8,14:08.6,50811,50913,put-on,1,side,78,['side'],[78],,,,,,,,
5223,6593,P03,P03_04,stir onions,14:09.8,14:17.6,50989,51458,stir,6,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5224,6594,P03,P03_04,open drawer,14:19.8,14:20.7,51590,51644,open,2,drawer,9,['drawer'],[9],,,,,,,,
5225,6595,P03,P03_04,close drawer,14:21.7,14:22.7,51705,51765,close,3,drawer,9,['drawer'],[9],,,,,,,,
5226,6596,P03,P03_04,grab spoon,14:22.3,14:24.0,51740,51840,grab,0,spoon,7,['spoon'],[7],,,,,,,,
5227,6597,P03,P03_04,stir onions,14:43.3,15:02.8,53001,54171,stir,6,onion,13,['onion'],[13],"(4,1)",,-1,-1,0,0,right,
5228,6598,P03,P03_04,continue stirring onions,14:43.5,15:22.1,53012,55324,stir,6,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
5229,6599,P03,P03_04,take chicken,15:22.7,15:23.8,55363,55425,take,0,chicken,62,['chicken'],[62],,,,,,,,
5230,6600,P03,P03_04,move spatula,15:24.4,15:26.0,55467,55557,move,9,spatula,22,['spatula'],[22],,,,,,,,
5231,6601,P03,P03_04,put chicken into pan,15:25.3,15:44.0,55518,56641,put,1,chicken,62,"['chicken', 'pan']","[62, 1]","(4,1)","(4,1)",-1,-1,0,0,right,
5232,6602,P03,P03_04,put chopping board,15:44.0,15:45.4,56640,56724,put,1,board:chopping,19,['board:chopping'],[19],,,,,,,,
5233,6603,P03,P03_04,take bowl,15:46.0,15:46.8,56760,56810,take,0,bowl,6,['bowl'],[6],,,,,,,,
5234,6604,P03,P03_04,put bowl,15:46.7,15:47.4,56803,56842,put,1,bowl,6,['bowl'],[6],,,,,,,,
5235,6605,P03,P03_04,stir food,15:48.7,15:56.6,56920,57394,stir,6,food,37,['food'],[37],"(4,1)",,-1,-1,0,0,right,
5236,6606,P03,P03_04,grab garlic paste,15:56.8,15:57.9,57405,57476,grab,0,paste:garlic,145,['paste:garlic'],[145],,,,,,,,
5237,6607,P03,P03_04,put garlic paste,15:58.6,16:06.0,57514,57958,put,1,paste:garlic,145,['paste:garlic'],[145],"(4,1)","(4,1)",0,0,0,0,both,
5238,6608,P03,P03_04,close garlic paste,16:06.1,16:07.1,57968,58028,close,3,paste:garlic,145,['paste:garlic'],[145],,,,,,,,
5239,6609,P03,P03_04,stir food,16:08.1,16:30.0,58086,59398,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
5240,6610,P03,P03_04,grab spices,16:31.1,16:32.7,59463,59562,grab,0,spice,79,['spice'],[79],,,,,,,,
5241,6611,P03,P03_04,open spice,16:32.7,16:33.3,59562,59595,open,2,spice,79,['spice'],[79],,,,,,,,
5242,6612,P03,P03_04,pour spice,16:33.6,16:35.6,59614,59734,pour,7,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
5243,6613,P03,P03_04,close spice,16:35.9,16:36.5,59753,59791,close,3,spice,79,['spice'],[79],,,,,,,,
5244,6614,P03,P03_04,put spice,16:36.3,16:36.9,59781,59815,put,1,spice,79,['spice'],[79],,,,,,,,
5245,6615,P03,P03_04,grab spice,16:37.2,16:37.7,59829,59865,grab,0,spice,79,['spice'],[79],,,,,,,,
5246,6616,P03,P03_04,open spice,16:38.2,16:38.9,59893,59931,open,2,spice,79,['spice'],[79],,,,,,,,
5247,6617,P03,P03_04,open spice,16:38.4,16:38.9,59902,59932,open,2,spice,79,['spice'],[79],,,,,,,,
5248,6618,P03,P03_04,pour spice,16:39.2,16:40.1,59953,60003,pour,7,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
5249,6619,P03,P03_04,pour spice,16:39.3,16:42.0,59957,60122,pour,7,spice,79,['spice'],[79],,,,,,,,
5250,6620,P03,P03_04,close spice,16:41.9,16:42.6,60114,60157,close,3,spice,79,['spice'],[79],,,,,,,,
5251,6621,P03,P03_04,close spice,16:42.0,16:42.6,60118,60158,close,3,spice,79,['spice'],[79],,,,,,,,
5252,6622,P03,P03_04,put spice,16:42.6,16:43.3,60153,60197,put,1,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
5253,6623,P03,P03_04,put spice,16:42.7,16:43.5,60164,60210,put,1,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
5254,6624,P03,P03_04,grab spice,16:43.4,16:44.3,60203,60260,grab,0,spice,79,['spice'],[79],,,,,,,,
5255,6625,P03,P03_04,grab spice,16:44.1,16:44.7,60243,60283,grab,0,spice,79,['spice'],[79],,,,,,,,
5256,6626,P03,P03_04,open spice,16:44.6,16:45.2,60277,60311,open,2,spice,79,['spice'],[79],,,,,,,,
5257,6627,P03,P03_04,pour spice,16:45.5,16:46.2,60328,60374,pour,7,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
5258,6628,P03,P03_04,close spice,16:46.3,16:46.8,60378,60409,close,3,spice,79,['spice'],[79],,,,,,,,
5259,6629,P03,P03_04,put spice,16:46.9,16:47.5,60415,60447,put,1,spice,79,['spice'],[79],,,,,,,,
5260,6630,P03,P03_04,grab pepper,16:47.6,16:48.2,60453,60493,grab,0,pepper,46,['pepper'],[46],,,,,,,,
5261,6631,P03,P03_04,put pepper,16:48.9,16:52.1,60532,60724,put,1,pepper,46,['pepper'],[46],"(4,1)","(4,1)",0,0,0,0,both,
