,sequence,error,seq1,seq2,seq3,seq4,seq5,seq6,seq7,seq8,seq9,seq10,seq11,seq12,seq13,seq14,seq15,seq16,start_coords1.x,start_coords1.y,start_coords1.z,start_coords2.x,start_coords2.y,start_coords2.z,start_coords3.x,start_coords3.y,start_coords3.z,start_coords4.x,start_coords4.y,start_coords4.z,start_coords5.x,start_coords5.y,start_coords5.z,start_coords6.x,start_coords6.y,start_coords6.z,start_coords7.x,start_coords7.y,start_coords7.z,start_coords8.x,start_coords8.y,start_coords8.z,start_coords9.x,start_coords9.y,start_coords9.z,start_coords10.x,start_coords10.y,start_coords10.z,start_coords11.x,start_coords11.y,start_coords11.z,start_coords12.x,start_coords12.y,start_coords12.z,start_coords13.x,start_coords13.y,start_coords13.z,start_coords14.x,start_coords14.y,start_coords14.z,start_coords15.x,start_coords15.y,start_coords15.z,start_coords16.x,start_coords16.y,start_coords16.z,bread.containment,bread.strong_k,bread.mid_k,bread.food_k,cutting_board.containment,cutting_board.strong_k,cutting_board.mid_k,cutting_board.food_k,garlic_press.containment,garlic_press.strong_k,garlic_press.mid_k,garlic_press.food_k,pomegranate.containment,pomegranate.strong_k,pomegranate.mid_k,pomegranate.food_k,pot.containment,pot.strong_k,pot.mid_k,pot.food_k,beans.containment,beans.strong_k,beans.mid_k,beans.food_k,knife.containment,knife.strong_k,knife.mid_k,knife.food_k,measuring_pitcher.containment,measuring_pitcher.strong_k,measuring_pitcher.mid_k,measuring_pitcher.food_k,mango.containment,mango.strong_k,mango.mid_k,mango.food_k,broccoli.containment,broccoli.strong_k,broccoli.mid_k,broccoli.food_k,avocado.containment,avocado.strong_k,avocado.mid_k,avocado.food_k,salt.containment,salt.strong_k,salt.mid_k,salt.food_k,glass.containment,glass.strong_k,glass.mid_k,glass.food_k,fork.containment,fork.strong_k,fork.mid_k,fork.food_k,orange.containment,orange.strong_k,orange.mid_k,orange.food_k,fig.containment,fig.strong_k,fig.mid_k,fig.food_k,flat_grater.containment,flat_grater.strong_k,flat_grater.mid_k,flat_grater.food_k,lime.containment,lime.strong_k,lime.mid_k,lime.food_k,kiwi.containment,kiwi.strong_k,kiwi.mid_k,kiwi.food_k,plastic_box.containment,plastic_box.strong_k,plastic_box.mid_k,plastic_box.food_k,spice_shaker.containment,spice_shaker.strong_k,spice_shaker.mid_k,spice_shaker.food_k,spoon_small.containment,spoon_small.strong_k,spoon_small.mid_k,spoon_small.food_k,cup.containment,cup.strong_k,cup.mid_k,cup.food_k,eggs.containment,eggs.strong_k,eggs.mid_k,eggs.food_k,oil.containment,oil.strong_k,oil.mid_k,oil.food_k,spice.containment,spice.strong_k,spice.mid_k,spice.food_k,spoon.containment,spoon.strong_k,spoon.mid_k,spoon.food_k,squeezer.containment,squeezer.strong_k,squeezer.mid_k,squeezer.food_k,plum.containment,plum.strong_k,plum.mid_k,plum.food_k,flour.containment,flour.strong_k,flour.mid_k,flour.food_k,herbs.containment,herbs.strong_k,herbs.mid_k,herbs.food_k,butter.containment,butter.strong_k,butter.mid_k,butter.food_k,egg_cup.containment,egg_cup.strong_k,egg_cup.mid_k,egg_cup.food_k,figs.containment,figs.strong_k,figs.mid_k,figs.food_k,pot2.containment,pot2.strong_k,pot2.mid_k,pot2.food_k,milk.containment,milk.strong_k,milk.mid_k,milk.food_k,onion.containment,onion.strong_k,onion.mid_k,onion.food_k,carrots.containment,carrots.strong_k,carrots.mid_k,carrots.food_k,wire_whisk.containment,wire_whisk.strong_k,wire_whisk.mid_k,wire_whisk.food_k,paper_bag.containment,paper_bag.strong_k,paper_bag.mid_k,paper_bag.food_k,carrot.containment,carrot.strong_k,carrot.mid_k,carrot.food_k,oranges.containment,oranges.strong_k,oranges.mid_k,oranges.food_k,chilli.containment,chilli.strong_k,chilli.mid_k,chilli.food_k,potato.containment,potato.strong_k,potato.mid_k,potato.food_k,pineapple.containment,pineapple.strong_k,pineapple.mid_k,pineapple.food_k,colander.containment,colander.strong_k,colander.mid_k,colander.food_k,spatula.containment,spatula.strong_k,spatula.mid_k,spatula.food_k,bowl.containment,bowl.strong_k,bowl.mid_k,bowl.food_k,jar.containment,jar.strong_k,jar.mid_k,jar.food_k,ketchup.containment,ketchup.strong_k,ketchup.mid_k,ketchup.food_k,ladle.containment,ladle.strong_k,ladle.mid_k,ladle.food_k,leek.containment,leek.strong_k,leek.mid_k,leek.food_k,lemon_juice.containment,lemon_juice.strong_k,lemon_juice.mid_k,lemon_juice.food_k,sugar.containment,sugar.strong_k,sugar.mid_k,sugar.food_k,lid.containment,lid.strong_k,lid.mid_k,lid.food_k,cucumber.containment,cucumber.strong_k,cucumber.mid_k,cucumber.food_k,peeler.containment,peeler.strong_k,peeler.mid_k,peeler.food_k,bottle.containment,bottle.strong_k,bottle.mid_k,bottle.food_k,ginger.containment,ginger.strong_k,ginger.mid_k,ginger.food_k,cauliflower.containment,cauliflower.strong_k,cauliflower.mid_k,cauliflower.food_k,plate.containment,plate.strong_k,plate.mid_k,plate.food_k,garlic.containment,garlic.strong_k,garlic.mid_k,garlic.food_k,pan.containment,pan.strong_k,pan.mid_k,pan.food_k,pepper.containment,pepper.strong_k,pepper.mid_k,pepper.food_k,bowl2.containment,bowl2.strong_k,bowl2.mid_k,bowl2.food_k,coordinates_cutting_board.x,coordinates_cutting_board.y,coordinates_cutting_board.z,coordinates_knife.x,coordinates_knife.y,coordinates_knife.z,coordinates_cucumber.x,coordinates_cucumber.y,coordinates_cucumber.z,coordinates_plate.x,coordinates_plate.y,coordinates_plate.z,coordinates_bread.x,coordinates_bread.y,coordinates_bread.z,coordinates_orange.x,coordinates_orange.y,coordinates_orange.z,coordinates_garlic_press.x,coordinates_garlic_press.y,coordinates_garlic_press.z,coordinates_garlic.x,coordinates_garlic.y,coordinates_garlic.z,coordinates_spoon_small.x,coordinates_spoon_small.y,coordinates_spoon_small.z,coordinates_squeezer.x,coordinates_squeezer.y,coordinates_squeezer.z,coordinates_lime.x,coordinates_lime.y,coordinates_lime.z,coordinates_pepper.x,coordinates_pepper.y,coordinates_pepper.z,coordinates_chilli.x,coordinates_chilli.y,coordinates_chilli.z,coordinates_kiwi.x,coordinates_kiwi.y,coordinates_kiwi.z,coordinates_bowl.x,coordinates_bowl.y,coordinates_bowl.z,coordinates_mango.x,coordinates_mango.y,coordinates_mango.z,coordinates_peeler.x,coordinates_peeler.y,coordinates_peeler.z,coordinates_cauliflower.x,coordinates_cauliflower.y,coordinates_cauliflower.z,coordinates_colander.x,coordinates_colander.y,coordinates_colander.z,coordinates_onion.x,coordinates_onion.y,coordinates_onion.z,coordinates_plum.x,coordinates_plum.y,coordinates_plum.z,coordinates_potato.x,coordinates_potato.y,coordinates_potato.z,coordinates_pineapple.x,coordinates_pineapple.y,coordinates_pineapple.z,coordinates_plastic_box.x,coordinates_plastic_box.y,coordinates_plastic_box.z,coordinates_beans.x,coordinates_beans.y,coordinates_beans.z,coordinates_pan.x,coordinates_pan.y,coordinates_pan.z,coordinates_bottle.x,coordinates_bottle.y,coordinates_bottle.z,coordinates_spice_shaker.x,coordinates_spice_shaker.y,coordinates_spice_shaker.z,coordinates_fork.x,coordinates_fork.y,coordinates_fork.z,coordinates_spatula.x,coordinates_spatula.y,coordinates_spatula.z,coordinates_lid.x,coordinates_lid.y,coordinates_lid.z,coordinates_spoon.x,coordinates_spoon.y,coordinates_spoon.z,coordinates_glass.x,coordinates_glass.y,coordinates_glass.z,coordinates_broccoli.x,coordinates_broccoli.y,coordinates_broccoli.z,coordinates_pot.x,coordinates_pot.y,coordinates_pot.z,coordinates_jar.x,coordinates_jar.y,coordinates_jar.z,coordinates_avocado.x,coordinates_avocado.y,coordinates_avocado.z,coordinates_fig.x,coordinates_fig.y,coordinates_fig.z,coordinates_eggs.x,coordinates_eggs.y,coordinates_eggs.z,coordinates_cup.x,coordinates_cup.y,coordinates_cup.z,coordinates_oil.x,coordinates_oil.y,coordinates_oil.z,coordinates_carrots.x,coordinates_carrots.y,coordinates_carrots.z,coordinates_leek.x,coordinates_leek.y,coordinates_leek.z,coordinates_herbs.x,coordinates_herbs.y,coordinates_herbs.z,coordinates_ginger.x,coordinates_ginger.y,coordinates_ginger.z,coordinates_carrot.x,coordinates_carrot.y,coordinates_carrot.z,coordinates_oranges.x,coordinates_oranges.y,coordinates_oranges.z,coordinates_pomegranate.x,coordinates_pomegranate.y,coordinates_pomegranate.z,coordinates_butter.x,coordinates_butter.y,coordinates_butter.z,coordinates_salt.x,coordinates_salt.y,coordinates_salt.z,coordinates_flour.x,coordinates_flour.y,coordinates_flour.z,coordinates_wire_whisk.x,coordinates_wire_whisk.y,coordinates_wire_whisk.z,coordinates_ladle.x,coordinates_ladle.y,coordinates_ladle.z,coordinates_sugar.x,coordinates_sugar.y,coordinates_sugar.z,coordinates_paper_bag.x,coordinates_paper_bag.y,coordinates_paper_bag.z,coordinates_spice.x,coordinates_spice.y,coordinates_spice.z,coordinates_pot2.x,coordinates_pot2.y,coordinates_pot2.z,coordinates_measuring_pitcher.x,coordinates_measuring_pitcher.y,coordinates_measuring_pitcher.z,coordinates_ketchup.x,coordinates_ketchup.y,coordinates_ketchup.z,coordinates_flat_grater.x,coordinates_flat_grater.y,coordinates_flat_grater.z,coordinates_egg_cup.x,coordinates_egg_cup.y,coordinates_egg_cup.z,coordinates_milk.x,coordinates_milk.y,coordinates_milk.z,coordinates_figs.x,coordinates_figs.y,coordinates_figs.z,coordinates_lemon_juice.x,coordinates_lemon_juice.y,coordinates_lemon_juice.z,coordinates_bowl2.x,coordinates_bowl2.y,coordinates_bowl2.z
34,"cauliflower,cutting_board,knife,colander",,cauliflower,cutting_board,knife,colander,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"herbs,cutting_board,knife",,herbs,cutting_board,knife,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"ginger,cutting_board,knife",,ginger,cutting_board,knife,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"plum,knife,cutting_board",,plum,knife,cutting_board,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"potato,cutting_board,peeler,knife",,potato,cutting_board,peeler,knife,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.5,2.0,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"cutting_board,pineapple,knife,plate",,cutting_board,pineapple,knife,plate,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"chilli,cutting_board,knife",,chilli,cutting_board,knife,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"avocado,cutting_board,knife,peeler",,avocado,cutting_board,knife,peeler,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"fig,cutting_board,knife",,fig,cutting_board,knife,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"cucumber,cutting_board,knife,plate",,cucumber,cutting_board,knife,plate,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.5,2.0,0.0,1.5,2.0,0.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.5,1.0,0.0,1.5,2.0,1.5,4.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
