input,target,start_coords.x,start_coords.y,start_coords.z,plate.already_seen,blueberries.already_seen,drink.already_seen,plate_small.already_seen,bottle.already_seen,wineglass.already_seen,napkin.already_seen,tray.already_seen,silverware.already_seen,water.already_seen,apricots.already_seen,tupperware.already_seen,beer.already_seen,cutting_board.already_seen,grapes.already_seen,table_cloth.already_seen,cheese.already_seen,cereal.already_seen,spoon_small.already_seen,tomato_plate.already_seen,food.already_seen,milk.already_seen,oil.already_seen,bananas.already_seen,fork_small.already_seen,salad.already_seen,bread.already_seen,can.already_seen,plate2.already_seen,container.already_seen,placemat.already_seen,spoon.already_seen,yoghurt.already_seen,bowl.already_seen,knife.already_seen,cup.already_seen,fork.already_seen,glass.already_seen,coordinates_plate.x,coordinates_plate.y,coordinates_plate.z,plate.containment,plate.food_k,plate.strong_k,plate.mid_k,coordinates_plate_small.x,coordinates_plate_small.y,coordinates_plate_small.z,plate_small.containment,plate_small.food_k,plate_small.strong_k,plate_small.mid_k,coordinates_cup.x,coordinates_cup.y,coordinates_cup.z,cup.containment,cup.food_k,cup.strong_k,cup.mid_k,coordinates_glass.x,coordinates_glass.y,coordinates_glass.z,glass.containment,glass.food_k,glass.strong_k,glass.mid_k,coordinates_knife.x,coordinates_knife.y,coordinates_knife.z,knife.containment,knife.food_k,knife.strong_k,knife.mid_k,coordinates_spoon_small.x,coordinates_spoon_small.y,coordinates_spoon_small.z,spoon_small.containment,spoon_small.food_k,spoon_small.strong_k,spoon_small.mid_k,coordinates_wineglass.x,coordinates_wineglass.y,coordinates_wineglass.z,wineglass.containment,wineglass.food_k,wineglass.strong_k,wineglass.mid_k,coordinates_fork.x,coordinates_fork.y,coordinates_fork.z,fork.containment,fork.food_k,fork.strong_k,fork.mid_k,coordinates_spoon.x,coordinates_spoon.y,coordinates_spoon.z,spoon.containment,spoon.food_k,spoon.strong_k,spoon.mid_k,coordinates_tray.x,coordinates_tray.y,coordinates_tray.z,tray.containment,tray.food_k,tray.strong_k,tray.mid_k,coordinates_fork_small.x,coordinates_fork_small.y,coordinates_fork_small.z,fork_small.containment,fork_small.food_k,fork_small.strong_k,fork_small.mid_k,coordinates_napkin.x,coordinates_napkin.y,coordinates_napkin.z,napkin.containment,napkin.food_k,napkin.strong_k,napkin.mid_k,coordinates_silverware.x,coordinates_silverware.y,coordinates_silverware.z,silverware.containment,silverware.food_k,silverware.strong_k,silverware.mid_k,coordinates_placemat.x,coordinates_placemat.y,coordinates_placemat.z,placemat.containment,placemat.food_k,placemat.strong_k,placemat.mid_k,coordinates_container.x,coordinates_container.y,coordinates_container.z,container.containment,container.food_k,container.strong_k,container.mid_k,coordinates_table_cloth.x,coordinates_table_cloth.y,coordinates_table_cloth.z,table_cloth.containment,table_cloth.food_k,table_cloth.strong_k,table_cloth.mid_k,coordinates_cereal.x,coordinates_cereal.y,coordinates_cereal.z,cereal.containment,cereal.food_k,cereal.strong_k,cereal.mid_k,coordinates_cutting_board.x,coordinates_cutting_board.y,coordinates_cutting_board.z,cutting_board.containment,cutting_board.food_k,cutting_board.strong_k,cutting_board.mid_k,coordinates_can.x,coordinates_can.y,coordinates_can.z,can.containment,can.food_k,can.strong_k,can.mid_k,coordinates_bowl.x,coordinates_bowl.y,coordinates_bowl.z,bowl.containment,bowl.food_k,bowl.strong_k,bowl.mid_k,coordinates_bottle.x,coordinates_bottle.y,coordinates_bottle.z,bottle.containment,bottle.food_k,bottle.strong_k,bottle.mid_k,coordinates_tomato_plate.x,coordinates_tomato_plate.y,coordinates_tomato_plate.z,tomato_plate.containment,tomato_plate.food_k,tomato_plate.strong_k,tomato_plate.mid_k,coordinates_grapes.x,coordinates_grapes.y,coordinates_grapes.z,grapes.containment,grapes.food_k,grapes.strong_k,grapes.mid_k,coordinates_milk.x,coordinates_milk.y,coordinates_milk.z,milk.containment,milk.food_k,milk.strong_k,milk.mid_k,coordinates_yoghurt.x,coordinates_yoghurt.y,coordinates_yoghurt.z,yoghurt.containment,yoghurt.food_k,yoghurt.strong_k,yoghurt.mid_k,coordinates_blueberries.x,coordinates_blueberries.y,coordinates_blueberries.z,blueberries.containment,blueberries.food_k,blueberries.strong_k,blueberries.mid_k,coordinates_bananas.x,coordinates_bananas.y,coordinates_bananas.z,bananas.containment,bananas.food_k,bananas.strong_k,bananas.mid_k,coordinates_apricots.x,coordinates_apricots.y,coordinates_apricots.z,apricots.containment,apricots.food_k,apricots.strong_k,apricots.mid_k,coordinates_tupperware.x,coordinates_tupperware.y,coordinates_tupperware.z,tupperware.containment,tupperware.food_k,tupperware.strong_k,tupperware.mid_k,coordinates_bread.x,coordinates_bread.y,coordinates_bread.z,bread.containment,bread.food_k,bread.strong_k,bread.mid_k,coordinates_salad.x,coordinates_salad.y,coordinates_salad.z,salad.containment,salad.food_k,salad.strong_k,salad.mid_k,coordinates_oil.x,coordinates_oil.y,coordinates_oil.z,oil.containment,oil.food_k,oil.strong_k,oil.mid_k,coordinates_water.x,coordinates_water.y,coordinates_water.z,water.containment,water.food_k,water.strong_k,water.mid_k,coordinates_beer.x,coordinates_beer.y,coordinates_beer.z,beer.containment,beer.food_k,beer.strong_k,beer.mid_k,coordinates_cheese.x,coordinates_cheese.y,coordinates_cheese.z,cheese.containment,cheese.food_k,cheese.strong_k,cheese.mid_k,coordinates_plate2.x,coordinates_plate2.y,coordinates_plate2.z,plate2.containment,plate2.food_k,plate2.strong_k,plate2.mid_k,coordinates_food.x,coordinates_food.y,coordinates_food.z,food.containment,food.food_k,food.strong_k,food.mid_k,coordinates_drink.x,coordinates_drink.y,coordinates_drink.z,drink.containment,drink.food_k,drink.strong_k,drink.mid_k
wineglass,cup,0.513,-0.531,0.74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.008001,0.902166,0.689002,0.0,0.0,0.0,1.0,-0.184992,0.90217,0.481005,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.083,1.35572,0.466,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6427069999999999,1.5358,0.680133,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cup,plate_small,0.513,-0.531,0.74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.008001,0.902166,0.689002,0.0,0.0,0.0,1.0,-0.184992,0.90217,0.481005,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.083,1.35572,0.466,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6427069999999999,1.5358,0.680133,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate_small,glass,0.513,-0.531,0.74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.008001,0.902166,0.689002,0.0,0.0,0.0,1.0,-0.184992,0.90217,0.481005,0.0,0.0,0.0,1.0,-0.7949970000000001,0.923281,0.438,0.0,0.0,0.0,0.0,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.083,1.35572,0.466,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6427069999999999,1.5358,0.680133,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,glass,-0.451354,-0.413918,0.156247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glass,wineglass,0.513,-0.531,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wineglass,plate,0.513,-0.531,0.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate,fork,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,spoon_small,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spoon_small,knife,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knife,spoon,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spoon,tray,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,-0.500441,0.743324,0.5217109999999999,0.0,0.0,0.0,0.0,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,-0.649,1.52939,0.68,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,plate,-0.451354,-0.413918,0.156247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate,fork,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,knife,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knife,fork,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,knife,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knife,spoon,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spoon,glass,0.513,-0.531,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.008041,0.929605,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.7159989999999999,1.23301,0.469001,0.0,0.0,0.0,0.0,-0.0769919999999999,0.733425,0.531662,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.208026,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
